country,total_capacity_mw,total_generation_gwh,total_emissions_tonnes,num_plants,carbon_intensity_gco2_kwh,renewable_capacity_mw,renewable_percentage,dominant_fuel
NAM,502.5,1338.57,89.48856,13,66.85385149824066,322.6,64.19900497512438,Hydro
UGA,772.5,2874.5499999999997,191.86824,11,66.74722652241222,710.5,91.97411003236246,Hydro
FRA,110615.9289,516368.453,33818.86215,2155,65.49366436605297,33723.3289,30.4868649889356,Nuclear
ALB,1529.0,5038.15,325.23384,8,64.55421930668996,1431.0,93.59058207979072,Hydro
MWI,369.1,1663.27,80.57802000000001,5,48.44554401871014,343.6,93.09130316987266,Hydro
SUR,5.0,9.81,0.47088,1,48.0,5.0,100.0,Solar
LCA,3.0,5.97,0.28656,1,48.0,3.0,100.0,Solar
PSE,7.6,15.01,0.72048,1,48.0,7.6,100.0,Solar
NOR,32551.0,122521.88,4869.95841,306,39.74766311127449,31097.0,95.53316334367608,Hydro
CRI,1968.4,5351.92,161.85494,27,30.24240646347479,1501.95,76.3030888030888,Hydro
ISL,2484.6,9576.64,282.45192,20,29.493843352156915,2484.6,100.0,Hydro
SWE,26418.7,127544.706,3579.76157,168,28.06672015065839,13520.0,51.17587163637878,Hydro
BDI,57.17,157.92000000000002,4.1928,4,26.550151975683885,57.17,100.0,Hydro
NPL,587.95,2120.38,52.45704,14,24.739452362312417,587.95,100.0,Hydro
COD,3057.04,9973.460000000001,242.26816,15,24.291285070577313,3018.8,98.74911679271453,Hydro
MLI,311.5,1525.8799999999999,36.621120000000005,4,24.000000000000004,311.5,100.0,Hydro
LSO,72.0,184.77,4.43448,1,24.0,72.0,100.0,Hydro
MOZ,2285.0,13796.58,331.11791999999997,3,24.0,2285.0,100.0,Hydro
BTN,1482.2,5144.7,123.4728,5,24.0,1482.2,100.0,Hydro
PRY,8760.0,52119.52,1250.86848,3,24.0,8760.0,100.0,Hydro
ETH,4023.9,13956.880000000001,328.56431,13,23.541386756925615,4023.9,100.0,Hydro
CHE,13118.0,55041.98,1045.1202,168,18.98769266657922,9688.0,73.85272145144077,Hydro
