country,Biomass_pct,Coal_pct,Cogeneration_pct,Gas_pct,Geothermal_pct,Hydro_pct,Nuclear_pct,Oil_pct,Other_pct,Petcoke_pct,Solar_pct,Storage_pct,Waste_pct,Wave and Tidal_pct,Wind_pct,total_capacity_mw,num_plants,renewable_ratio,fossil_ratio
PER,0.0,1.7760794391894617,0.0,57.34852867964639,0.0,36.80520983302162,0.0,0.0,0.0,0.0,3.2359629176141333,0.0,0.0,0.0,0.8342191305283835,7432.1,32,0.40875391881164136,0.5912460811883585
PHL,0.11245553662527208,42.14090244361536,0.0,16.462911391794123,8.92018552750334,16.415129854773085,0.0,9.923597804945146,0.0,0.0,5.774326352724271,0.0,0.0,0.0,0.25049108801938286,20719.300000000003,123,0.3136013282302008,0.6852741164035463
PNG,0.0,0.0,0.0,17.694765298599165,7.372818874416319,40.55050380928976,0.0,34.38191201769477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.9,15,0.47923322683706077,0.5207667731629394
POL,0.5672523877367949,81.68170545089968,0.0,4.759643290591526,0.0,5.482560287056092,0.0,1.7281409951981426,0.0,0.0,0.044852514379188434,0.0,0.0,0.0,5.7358450741385685,37902.0,189,0.1126325787557385,0.8816948973668935
PRK,0.0,58.67723718505648,0.0,0.0,0.0,41.32276281494352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9208.0,31,0.41322762814943526,0.5867723718505647
PRT,3.0715780084509428,13.41484058449098,0.0,25.968364306378138,0.1953222491574015,18.721434121060728,0.0,0.0,0.0,0.0,4.21559669861994,0.0,0.8938705707967195,0.0,33.51899346104515,14744.864,469,0.5665134652988322,0.39383204890869117
PRY,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,3,1.0,0.0
PSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.6,1,1.0,0.0
QAT,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10548.0,12,0.0,1.0
ROU,0.0,39.64661464200616,0.0,22.88538871706641,0.0,22.748841051690118,8.861943482921301,0.0,0.0,0.0,3.2218421645535913,0.0,0.0,0.0,2.635369941762421,14646.9,68,0.2860605315800613,0.6253200335907257
RUS,0.2541406857110057,20.18763031556605,0.0,46.763034185646696,0.032424846107955894,19.97696521405547,12.342473853633805,0.04340985816101608,0.013013755802787703,0.0,0.36837254220214216,0.0,0.0,0.0,0.018534743113061275,228220.05000000002,545,0.20396297345478626,0.6699407435937377
RWA,0.0,0.0,0.0,13.424204874018999,0.0,65.88186699710863,0.0,14.353572903758776,0.0,0.0,4.388682362660058,0.0,1.9516728624535313,0.0,0.0,193.68,11,0.702705493597687,0.27777777777777773
SAU,0.0,0.0,0.0,40.90761907980112,0.0,0.0,0.0,58.92994615346765,0.0,0.0,0.1624347667312256,0.0,0.0,0.0,0.0,84341.55,90,0.001624347667312256,0.9983756523326878
SDN,4.503039551697396,0.0,0.0,11.40055251580531,0.0,55.03750746039291,0.0,29.058900472104384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798.11,19,0.5503750746039291,0.40459452987909694
SEN,0.0,0.0,0.0,0.0,0.0,17.23741668581935,0.0,67.57929211675476,0.0,0.0,15.183291197425874,0.0,0.0,0.0,0.0,696.1600000000001,10,0.32420707883245226,0.6757929211675475
SGP,0.0,0.0,0.0,69.9267935578331,0.0,0.0,0.0,28.91654465592972,0.0,0.0,0.0,0.0,1.1566617862371888,0.0,0.0,13660.0,14,0.0,0.9884333821376282
SLE,0.0,0.0,0.0,0.0,0.0,39.682539682539684,0.0,60.317460317460316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,3,0.39682539682539686,0.6031746031746031
SLV,0.0,0.0,0.0,0.0,14.381388790976382,33.084243919633415,0.0,33.500176242509696,0.0,0.0,19.03419104688051,0.0,0.0,0.0,0.0,1418.5,16,0.6649982375749031,0.33500176242509694
SRB,0.0,69.96732847449107,0.0,0.0,0.0,30.03267152550892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7958.0,12,0.3003267152550892,0.6996732847449106
SUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,1,1.0,0.0
SVK,0.0,22.436710181259087,0.0,11.683780409124903,0.0,37.24782774769454,28.24650208799427,0.0,0.0,0.0,0.3851795739271946,0.0,0.0,0.0,0.0,6230.860000000001,30,0.3763300732162173,0.34120490590383995
SVN,0.0,48.28216374269006,0.0,10.855263157894738,0.0,15.423976608187134,25.438596491228072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2736.0,8,0.15423976608187134,0.591374269005848
SWE,3.3184827413915143,0.3028158084992827,0.0,5.072164792362986,0.0,48.53721038506815,36.95109903212497,3.179565989242468,0.0,0.0,0.0,0.0,0.0,0.0,2.6386612513106247,26418.7,168,0.5117587163637878,0.08554546590104736
SWZ,46.41350210970464,0.0,0.0,0.0,0.0,53.58649789029536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,6,0.5358649789029536,0.0
SYR,0.0,0.0,0.0,36.58046698468491,0.0,18.89279437609842,0.0,44.526738639216674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7966.0,18,0.18892794376098418,0.8110720562390159
TGO,0.0,0.0,0.0,14.504341051897866,0.0,33.62137007083038,0.0,51.874288877271745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.114,3,0.3362137007083038,0.6637862992916961
THA,0.22343100243857542,13.264639648159218,0.0,73.02865010856327,0.0,9.55255798236257,0.0,0.0,0.0,0.0,3.4011443903939806,0.0,0.0,0.0,0.5295768680824022,39654.299999999996,196,0.13483279240838952,0.8629328975672249
TJK,0.0,0.0,0.0,0.0,0.0,88.48274299524205,0.0,11.51725700475795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5296.4,10,0.8848274299524205,0.1151725700475795
TKM,0.0,0.0,0.0,34.13433700057904,0.0,0.0,0.0,65.86566299942096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3454.0,7,0.0,1.0
TTO,0.0,0.0,0.0,87.36361092977711,0.0,0.0,0.0,12.636389070222886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2144.6,6,0.0,1.0
TUN,0.0,0.0,0.0,96.11654328807253,0.0,1.0727999683306284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.810656743596849,5052.2,27,0.03883456711927477,0.9611654328807253
TUR,0.0,34.41948344533062,0.0,33.99961512070242,0.9330407213959845,26.900730298747977,0.0,1.637875233017201,0.0,0.0,1.3501876772534391,0.0,0.0,0.0,0.7590675035523582,51444.7,163,0.29943026200949757,0.7005697379905024
TWN,0.0,38.13300383264905,0.0,31.369031271212993,0.0,10.280324606187383,14.01166187339198,5.374630561331791,0.0,0.0,0.3071601365801118,0.0,0.0,0.0,0.5241877186466896,37211.86,39,0.11111672461414183,0.7487666566519384
TZA,0.0,0.0,0.0,33.53443941679235,0.0,56.41025641025641,0.0,10.055304172951232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.5,11,0.5641025641025641,0.43589743589743585
UGA,1.5533980582524272,0.0,0.0,0.0,0.0,86.27831715210355,0.0,6.472491909385113,0.0,0.0,5.6957928802589,0.0,0.0,0.0,0.0,772.5,11,0.9197411003236247,0.06472491909385113
UKR,0.0,54.66359754415295,0.0,3.5824730593908143,0.0,11.7953954926724,28.484778607282713,0.0,0.0,0.0,1.4737552965011178,0.0,0.0,0.0,0.0,48569.8,64,0.13269150789173517,0.5824607060354376
URY,9.804899836545406,0.0,0.0,6.3129585281484015,0.0,36.53970426122325,0.0,9.164385904892235,0.0,0.0,5.345772988178052,0.0,0.0,0.0,32.83227848101266,4209.12,73,0.7471775573041396,0.15477344433040638
USA,0.4252895714193984,20.68248632856981,0.08649901105149382,45.36099453275612,0.3228521629380708,8.438792050442038,8.652648818456298,3.0833659952879615,0.04751634733769201,0.19604228838695567,3.152013171093175,0.06770498408214815,0.8109074754861011,0.0,8.67288726269272,1204638.0500000003,9833,0.20586544647166,0.691268468566139
UZB,0.0,19.95253164556962,0.0,67.8639240506329,0.0,9.018987341772151,0.0,2.3734177215189876,0.0,0.0,0.7911392405063291,0.0,0.0,0.0,0.0,12640.0,16,0.0981012658227848,0.9018987341772151
VEN,0.0,0.0,0.0,43.18883457679444,0.0,56.81116542320556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31096.0,43,0.5681116542320556,0.43188834576794444
VNM,0.053203722616104426,34.15920827056705,0.0,18.703526850588712,0.0,40.50759737067203,0.0,2.2127911906243436,0.0,0.0,3.909022601666873,0.0,0.0,0.0,0.4546499932648924,41350.49,236,0.44871269965603794,0.5507552631178011
YEM,0.0,0.0,0.0,38.27751196172249,0.0,0.0,0.0,61.72248803827751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,7,0.0,1.0
ZAF,0.026971978890460054,78.9208035269829,0.0,0.6782659397453925,0.0,4.005279368221059,3.5698207355020655,4.099344144601539,0.0,0.0,4.587298974469832,0.0,0.08446592506946277,0.0,4.027749406517303,50422.7,104,0.12620327749208193,0.8369841361132982
ZMB,0.45501921105462056,11.155165752748726,0.0,0.0,0.0,80.31719341979083,0.0,6.306387038887279,0.0,0.0,1.7662345775185482,0.0,0.0,0.0,0.0,2689.337,15,0.8208342799730937,0.17461552791636006
ZWE,0.0,55.08982035928144,0.0,0.0,0.0,44.91017964071856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,2,0.4491017964071856,0.5508982035928144
